Spanish	4	76826237	10236
				1)	ugar	385	36584	3.2396868E-4
				2)	ugad	8580	373	3.303092E-6
				3)	uga_	9725	242	2.1430249E-6
			2)	ugi	0	0	0.0
				1)	ugia	4200	2563	2.2696582E-5
				2)	ugie	6204	1014	8.979451E-6
				3)	ugio	8979	319	2.8248965E-6
			3)	uge	0	0	0.0
				1)	uger	4530	2179	1.929608E-5
			4)	ugu	0	0	0.0
				1)	ugue	4601	2106	1.8649629E-5
				2)	ugur	8095	445	3.9406864E-6
				3)	ugué	8307	410	3.6307447E-6
			5)	ugn	0	0	0.0
				1)	ugna	7148	668	5.915457E-6
		8)	ua	0	0	0.0
			1)	uac	0	0	0.0
				1)	uaci	419	35240	3.1206693E-4
				2)	uace	9584	255	2.258146E-6
			2)	ual	0	0	0.0
				1)	ual_	786	23459	2.0774058E-4
				2)	uale	1530	12490	1.1060488E-4
				3)	ualq	1694	11233	9.9473546E-5
				4)	ualm	1862	10200	9.032584E-5
				5)	uali	2251	7756	6.868306E-5
				6)	uald	2538	6526	5.779083E-5
			3)	uan	0	0	0.0
				1)	uant	1640	11601	1.0273236E-4
				2)	uand	6593	839	7.429743E-6
				3)	uane	6939	731	6.4733517E-6
				4)	uana	7869	490	4.3391824E-6
			4)	uar	0	0	0.0
				1)	uar_	1917	9724	8.611064E-5
				2)	uard	3305	4174	3.6962752E-5
				3)	uari	4371	2347	2.0783798E-5
				4)	uart	4725	1977	1.7507273E-5
				5)	uará	6194	1020	9.032584E-6
				6)	uare	7374	601	5.32214E-6
				7)	uars	8002	463	4.100085E-6
			5)	uad	0	0	0.0
				1)	uada	2490	6707	5.9393667E-5
				2)	uado	2561	6410	5.676359E-5
				3)	uadr	7181	657	5.8180467E-6
				4)	uadi	8957	322	2.8514628E-6
			6)	uas	0	0	0.0
				1)	uas_	2975	5053	4.4746714E-5
				2)	uasi	9956	219	1.939349E-6
			7)	uat	0	0	0.0
				1)	uatr	3402	3967	3.512967E-5
			8)	uam	0	0	0.0
				1)	uame	5809	1188	1.05203035E-5
				2)	uamo	8313	409	3.6218892E-6
			9)	uaj	0	0	0.0
				1)	uaje	7618	543	4.8085226E-6
			10)	uav	0	0	0.0
				1)	uave	9866	227	2.0101927E-6
				2)	uavi	10089	209	1.8507942E-6
		9)	um	0	0	0.0
			1)	ume	0	0	0.0
				1)	umen	436	34286	3.036188E-4
				2)	umer	3094	4689	4.152332E-5
				3)	ume_	7754	516	4.569425E-6
			2)	uma	0	0	0.0
				1)	uman	620	27600	2.444111E-4
				2)	umam	4706	1992	1.7640106E-5
				3)	uma_	5239	1553	1.3752552E-5
				4)	umar	6449	897	7.94336E-6
				5)	umad	7192	654	5.7914804E-6
				6)	umas	8188	430	3.807854E-6
			3)	ump	0	0	0.0
				1)	umpl	1360	14338	1.269698E-4
				2)	umpi	5647	1274	1.1281874E-5
				3)	umpe	8432	392	3.471346E-6
			4)	umi	0	0	0.0
				1)	umid	1803	10535	9.329242E-5
				2)	umin	3900	2984	2.6424736E-5
				3)	umir	4049	2772	2.4547375E-5
				4)	umil	8110	443	3.9229753E-6
				5)	umie	8129	440	3.896409E-6
			5)	umb	0	0	0.0
				1)	umbr	2745	5794	5.130862E-5
				2)	umbo	7480	574	5.0830427E-6
				3)	umbe	8395	398	3.5244789E-6
				4)	umba	10202	202	1.7888059E-6
			6)	umo	0	0	0.0
				1)	umo_	3604	3512	3.1100426E-5
				2)	umor	9126	300	2.6566424E-6
			7)	umu	0	0	0.0
				1)	umul	6668	812	7.190645E-6
			8)	umn	0	0	0.0
				1)	umno	9262	285	2.5238103E-6
			9)	umá	0	0	0.0
				1)	umát	9568	256	2.2670015E-6
		10)	ud	0	0	0.0
			1)	uda	0	0	0.0
				1)	udad	507	31540	2.7930166E-4
				2)	uda_	701	25586	2.2657617E-4
				3)	udar	2407	7089	6.277646E-5
				4)	udas	2469	6808	6.0288072E-5
				5)	udab	5446	1393	1.2335676E-5
				6)	udan	6039	1091	9.661323E-6
				7)	udac	7600	547	4.8439447E-6
				8)	udam	7852	496	4.3923155E-6
			2)	udi	0	0	0.0
				1)	udic	2625	6207	5.496593E-5
				2)	udio	3080	4721	4.1806696E-5
				3)	udia	3542	3658	3.2393327E-5
				4)	udie	3700	3310	2.931162E-5
				5)	udir	6156	1040	9.209693E-6
				6)	udit	6220	1007	8.917463E-6
				7)	udim	7893	485	4.294905E-6
				8)	udid	8056	452	4.0026744E-6
				9)	udié	8714	352	3.117127E-6
			3)	udo	0	0	0.0
				1)	udo_	2683	5991	5.3053147E-5
				2)	udos	7813	506	4.4808703E-6
			4)	ude	0	0	0.0
				1)	ude_	4063	2741	2.4272857E-5
				2)	udes	4295	2447	2.1669346E-5
				3)	uden	4722	1979	1.7524984E-5
			5)	udí	0	0	0.0
				1)	udío	9112	302	2.6743533E-6
			6)	udu	0	0	0.0
				1)	udul	10203	202	1.7888059E-6
		11)	up	0	0	0.0
			1)	upu	0	0	0.0
				1)	upue	681	26033	2.3053457E-4
				2)	upus	9984	216	1.9127824E-6
			2)	upe	0	0	0.0
				1)	uper	1437	13404	1.1869878E-4
				2)	upen	7931	478	4.232917E-6
				3)	upe_	8000	464	4.10894E-6
				4)	uped	9740	241	2.1341693E-6
			3)	upa	0	0	0.0
				1)	upac	2087	8664	7.672383E-5
				2)	upa_	3547	3641	3.2242784E-5
				3)	upan	3885	3006	2.6619557E-5
				4)	upar	4322	2406	2.1306272E-5
				5)	upad	4325	2403	2.1279706E-5
				6)	upam	9201	291	2.5769432E-6
			4)	upo	0	0	0.0
				1)	upon	2467	6825	6.0438615E-5
				2)	upos	2887	5331	4.7208534E-5
				3)	upo_	2957	5107	4.5224908E-5
			5)	upc	0	0	0.0
				1)	upci	4853	1856	1.643576E-5
			6)	upr	0	0	0.0
				1)	upri	5060	1679	1.4868342E-5
				2)	upre	5823	1183	1.0476027E-5
				3)	upra	7930	478	4.232917E-6
			7)	upl	0	0	0.0
				1)	upli	6166	1034	9.156561E-6
				2)	uple	7092	684	6.0571447E-6
			8)	upt	0	0	0.0
				1)	upto	10152	205	1.8153723E-6
		12)	us	0	0	0.0
			1)	ust	0	0	0.0
				1)	uste	818	22747	2.0143548E-4
				2)	usta	889	21061	1.8650515E-4
				3)	usti	1283	15164	1.3428442E-4
				4)	ustr	1452	13201	1.1690112E-4
				5)	usto	3169	4527	4.0088733E-5
			2)	usi	0	0	0.0
				1)	usió	1885	9987	8.843963E-5
				2)	usio	2590	6311	5.58869E-5
				3)	usiv	3934	2943	2.6061662E-5
				4)	usia	5751	1224	1.0839101E-5
				5)	usie	6532	863	7.642275E-6
				6)	usim	8995	315	2.7894746E-6
			3)	usa	0	0	0.0
				1)	usa_	3088	4704	4.1656152E-5
				2)	usad	4383	2338	2.07041E-5
				3)	usas	4511	2194	1.9428911E-5
				4)	usar	5788	1200	1.062657E-5
				5)	usac	6424	910	8.058482E-6
				6)	usan	6426	908	8.040771E-6
			4)	uso	0	0	0.0
				1)	usos	3455	3862	3.4199842E-5
				2)	uso_	3614	3502	3.1011874E-5
			5)	usc	0	0	0.0
				1)	usca	3640	3437	3.0436266E-5
				2)	uscr	5776	1209	1.0706269E-5
				3)	usci	5976	1120	9.918132E-6
				4)	usce	8849	337	2.984295E-6
			6)	usu	0	0	0.0
				1)	usul	4000	2860	2.5326657E-5
				2)	usua	5223	1566	1.3867673E-5
				3)	usur	9662	247	2.1873022E-6
			7)	usp	0	0	0.0
				1)	uspe	4678	2013	1.782607E-5
				2)	uspi	8970	320	2.833752E-6
			8)	use	0	0	0.0
				1)	usen	4711	1985	1.7578117E-5
				2)	use_	7842	498	4.4100266E-6
				3)	uses	9465	264	2.3378452E-6
			9)	usq	0	0	0.0
				1)	usqu	9217	290	2.5680877E-6
		13)	ut	0	0	0.0
			1)	utu	0	0	0.0
				1)	utur	943	20196	1.7884516E-4
				2)	utua	5626	1288	1.1405851E-5
				3)	utuo	5707	1251	1.1078198E-5
			2)	uto	0	0	0.0
				1)	utor	1092	17657	1.5636111E-4
				2)	uto_	2672	6026	5.3363092E-5
				3)	utom	4277	2465	2.1828744E-5
				4)	utos	4548	2157	1.9101259E-5
				5)	uton	6909	740	6.553051E-6
				6)	utop	8149	437	3.869842E-6
				7)	utoc	8234	422	3.7370103E-6
				8)	utod	8394	398	3.5244789E-6
				9)	utob	8501	384	3.4005022E-6
				10)	utoa	9873	226	2.0013372E-6
			3)	uti	0	0	0.0
				1)	util	1250	15626	1.3837565E-4
				2)	utir	5355	1454	1.287586E-5
				3)	utiv	5515	1354	1.19903125E-5
				4)	utic	6001	1108	9.811866E-6
				5)	utid	7839	499	4.418882E-6
				6)	utib	7920	481	4.2594834E-6
				7)	utie	7976	469	4.1532176E-6
				8)	utin	8274	416	3.6838774E-6
				9)	utim	10151	205	1.8153723E-6
			4)	uta	0	0	0.0
				1)	utad	1291	15102	1.3373538E-4
				2)	utam	3749	3232	2.8620894E-5
				3)	uta_	4382	2339	2.0712956E-5
				4)	utar	5491	1369	1.2123145E-5
				5)	utas	5579	1316	1.1653805E-5
				6)	utal	7114	678	6.004012E-6
				7)	utac	7284	627	5.5523824E-6
				8)	utan	7344	609	5.392984E-6
			5)	uté	0	0	0.0
				1)	utén	4490	2223	1.968572E-5
			6)	ute	0	0	0.0
				1)	utel	6347	940	8.324146E-6
				2)	ute_	7879	488	4.321472E-6
				3)	uten	8568	374	3.3119475E-6
			7)	utó	0	0	0.0
				1)	utón	6931	734	6.4999185E-6
			8)	utr	0	0	0.0
				1)	utra	7161	664	5.880035E-6
				2)	utri	7824	503	4.454304E-6
		14)	uj	0	0	0.0
			1)	uje	0	0	0.0
				1)	ujer	1316	14835	1.3137097E-4
				2)	ujet	5885	1159	1.0263495E-5
			2)	ujo	0	0	0.0
				1)	ujo_	5176	1600	1.416876E-5
				2)	ujos	6729	790	6.995825E-6
		15)	ué	0	0	0.0
			1)	ués	0	0	0.0
				1)	ués_	1675	11358	1.0058048E-4
			2)	uél	0	0	0.0
				1)	uéll	7347	608	5.3841286E-6
		16)	uy	0	0	0.0
			1)	uye	0	0	0.0
				1)	uye_	1736	10936	9.684347E-5
				2)	uyen	2023	9029	7.995608E-5
				3)	uyer	7185	656	5.8091914E-6
			2)	uya	0	0	0.0
				1)	uya_	2845	5449	4.825348E-5
				2)	uyan	5750	1224	1.0839101E-5
				3)	uyas	6333	946	8.377279E-6
			3)	uyo	0	0	0.0
				1)	uyo_	3787	3158	2.7965589E-5
				2)	uyos	5701	1253	1.109591E-5
			4)	uyó	0	0	0.0
				1)	uyó_	7013	709	6.2785316E-6
		17)	uf	0	0	0.0
			1)	ufi	0	0	0.0
				1)	ufic	1907	9789	8.668624E-5
			2)	ufr	0	0	0.0
				1)	ufri	3671	3353	2.9692406E-5
				2)	ufre	5067	1676	1.4841776E-5
				3)	ufra	6782	776	6.871848E-6
		18)	uo	0	0	0.0
			1)	uos	0	0	0.0
				1)	uos_	2930	5200	4.604847E-5
				2)	uoso	7292	625	5.534672E-6
				3)	uosa	7330	614	5.4372613E-6
			2)	uot	0	0	0.0
				1)	uota	4132	2651	2.3475863E-5
		19)	ub	0	0	0.0
			1)	ubr	0	0	0.0
				1)	ubra	3023	4890	4.330327E-5
				2)	ubre	4021	2821	2.4981295E-5
				3)	ubri	4982	1745	1.5452802E-5
			2)	ubi	0	0	0.0
				1)	ubie	3036	4840	4.2860498E-5
				2)	ubil	6280	977	8.651798E-6
				3)	ubié	7793	509	4.5074366E-6
				4)	ubid	7857	494	4.3746045E-6
				5)	ubic	8130	440	3.896409E-6
				6)	ubir	10234	200	1.771095E-6
			3)	ubl	0	0	0.0
				1)	ubli	3318	4148	3.673251E-5
			4)	ubv	0	0	0.0
				1)	ubve	3877	3014	2.66904E-5
			5)	ubs	0	0	0.0
				1)	ubsi	3899	2985	2.6433592E-5
				2)	ubsa	8080	447	3.958397E-6
				3)	ubst	8897	331	2.931162E-6
			6)	ube	0	0	0.0
				1)	uber	4301	2443	2.1633925E-5
				2)	ubes	6960	725	6.420219E-6
			7)	ubo	0	0	0.0
				1)	ubo_	5952	1128	9.988976E-6
				2)	ubor	9142	298	2.6389314E-6
			8)	uby	0	0	0.0
				1)	ubya	6950	728	6.4467854E-6
			9)	uba	0	0	0.0
				1)	uban	7626	542	4.7996673E-6
				2)	ubas	9593	254	2.2492904E-6
			10)	ubt	0	0	0.0
				1)	ubte	7649	538	4.764245E-6
			11)	ubc	0	0	0.0
				1)	ubco	9070	307	2.7186306E-6
			12)	ubd	0	0	0.0
				1)	ubde	10153	205	1.8153723E-6
		20)	uv	0	0	0.0
			1)	uvi	0	0	0.0
				1)	uvie	3979	2878	2.5486055E-5
				2)	uvim	6173	1028	9.103428E-6
				3)	uvia	8708	353	3.1259826E-6
				4)	uvié	8870	334	2.9577286E-6
			2)	uvo	0	0	0.0
				1)	uvo_	4293	2449	2.1687058E-5
			3)	uve	0	0	0.0
				1)	uve_	5962	1124	9.953554E-6
				2)	uven	6656	816	7.2260673E-6
		21)	uz	0	0	0.0
			1)	uzc	0	0	0.0
				1)	uzca	4022	2817	2.4945872E-5
			2)	uzg	0	0	0.0
				1)	uzga	5706	1251	1.1078198E-5
			3)	uza	0	0	0.0
				1)	uzad	8586	372	3.2942366E-6
				2)	uzar	8926	326	2.8868847E-6
				3)	uza_	8992	316	2.79833E-6
		22)	uá	0	0	0.0
			1)	uál	0	0	0.0
				1)	uál_	4300	2443	2.1633925E-5
				2)	uále	5110	1653	1.46381E-5
			2)	uán	0	0	0.0
				1)	uánt	5480	1375	1.2176278E-5
				2)	uánd	5708	1248	1.1051632E-5
				3)	uán_	9567	256	2.2670015E-6
		23)	uq	0	0	0.0
			1)	uqu	0	0	0.0
				1)	uque	4506	2202	1.9499756E-5
		24)	uí	0	0	0.0
			1)	uím	0	0	0.0
				1)	uími	5109	1653	1.46381E-5
			2)	uía	0	0	0.0
				1)	uía_	5181	1595	1.4124482E-5
				2)	uían	9517	260	2.3024234E-6
			3)	uív	0	0	0.0
				1)	uívo	6520	868	7.686552E-6
			4)	uíe	0	0	0.0
				1)	uíes	7498	571	5.056476E-6
		25)	ux	0	0	0.0
			1)	uxe	0	0	0.0
				1)	uxem	8370	401	3.5510454E-6
	10)	d	0	0	0.0
		1)	da	0	0	0.0
			1)	dad	0	0	0.0
				1)	dad_	18	203439	0.0018015489
				2)	dade	223	52814	4.6769303E-4
				3)	dada	500	31874	2.822594E-4
				4)	dado	918	20616	1.8256446E-4
			2)	das	0	0	0.0
				1)	das_	54	117477	0.0010403146
			3)	dar	0	0	0.0
				1)	dar_	411	35487	3.1425423E-4
				2)	dari	2034	8986	7.957529E-5
				3)	darl	3290	4213	3.7308113E-5
				4)	dará	3539	3663	3.2437605E-5
				5)	dars	4667	2033	1.800318E-5
				6)	darí	5686	1260	1.1157898E-5
				7)	darn	5941	1135	1.0050963E-5
				8)	dare	6189	1022	9.050295E-6
				9)	daro	7134	673	5.9597346E-6
				10)	daré	8116	443	3.9229753E-6
				11)	dara	8486	386	3.4182133E-6
				12)	darm	9781	236	2.089892E-6
			4)	dam	0	0	0.0
				1)	dame	453	33790	2.992265E-4
				2)	damo	2377	7284	6.450328E-5
				3)	dami	9213	290	2.5680877E-6
			5)	dan	0	0	0.0
				1)	dano	672	26285	2.3276615E-4
				2)	dan_	1481	12942	1.1460755E-4
				3)	dand	3690	3327	2.9462164E-5
				4)	daní	5527	1347	1.1928324E-5
				5)	dane	6288	974	8.625232E-6
				6)	dant	6592	840	7.4385985E-6
				7)	dana	7554	559	4.9502105E-6
				8)	dané	7817	506	4.4808703E-6
				9)	danc	10009	215	1.903927E-6
			6)	dat	0	0	0.0
				1)	dato	1262	15500	1.3725986E-4
				2)	data	8683	356	3.152549E-6
				3)	datu	9039	310	2.7451972E-6
			7)	dav	0	0	0.0
				1)	daví	2029	9017	7.9849815E-5
			8)	dac	0	0	0.0
				1)	daci	2289	7611	6.7399014E-5
				2)	dact	5289	1504	1.3318634E-5
				3)	dacc	6346	941	8.3330015E-6
			9)	dap	0	0	0.0
				1)	dapt	3680	3343	2.9603852E-5
			10)	dañ	0	0	0.0
				1)	daño	4270	2490	2.2050132E-5
				2)	daña	8077	448	3.9672527E-6
			11)	dab	0	0	0.0
				1)	dabl	4568	2134	1.8897583E-5
				2)	daba	7444	585	5.1804527E-6
			12)	dal	0	0	0.0
				1)	dalo	5934	1141	1.0104097E-5
				2)	dali	6299	969	8.580955E-6
				3)	dal_	9648	247	2.1873022E-6
		2)	do	0	0	0.0
			1)	dos	0	0	0.0
				1)	dos_	34	147228	0.0013037738
				2)	dose	3414	3947	3.4952558E-5
				3)	dosa	6878	750	6.641606E-6
				4)	doso	7732	522	4.6225578E-6
				5)	dosi	9089	305	2.7009198E-6
			2)	dor	0	0	0.0
				1)	dore	478	32409	2.8699706E-4
				2)	dor_	1548	12309	1.0900204E-4
				3)	dora	2955	5112	4.5269186E-5
				4)	dorm	10204	202	1.7888059E-6
			3)	dop	0	0	0.0
				1)	dopt	1063	18078	1.6008927E-4
				2)	dopc	3657	3384	2.9966926E-5
				3)	dopa	8894	332	2.9400176E-6
			4)	doc	0	0	0.0
				1)	docu	2428	6988	6.1882056E-5
				2)	doce	6248	994	8.802342E-6
				3)	doct	8164	435	3.8521316E-6
			5)	don	0	0	0.0
				1)	dona	3262	4269	3.780402E-5
				2)	dono	5302	1497	1.3256646E-5
				3)	done	7074	692	6.1279884E-6
				4)	dond	9476	264	2.3378452E-6
			6)	dob	0	0	0.0
				1)	dobl	4348	2376	2.1040607E-5
			7)	dom	0	0	0.0
				1)	domi	4378	2342	2.0739522E-5
				2)	dome	7623	543	4.8085226E-6
				3)	domé	7753	517	4.5782804E-6
			8)	dou	0	0	0.0
				1)	doun	4400	2319	2.0535846E-5
			9)	dol	0	0	0.0
				1)	dolo	4431	2282	2.0208194E-5
				2)	dole	4508	2198	1.9464333E-5
				3)	dola	7401	596	5.277863E-6
			10)	dot	0	0	0.0
				1)	dota	4607	2096	1.8561075E-5
				2)	dote	9523	260	2.3024234E-6
			11)	doy	0	0	0.0
				1)	doy_	4631	2074	1.8366254E-5
			12)	do–	0	0	0.0
				1)	do–_	8865	335	2.966584E-6
			13)	dog	0	0	0.0
				1)	dogm	9288	283	2.5060992E-6
		3)	de	0	0	0.0
			1)	deb	0	0	0.0
				1)	debe	67	103787	9.1908313E-4
				2)	deba	330	41326	3.6596134E-4
				3)	debi	1883	9993	8.849276E-5
				4)	debo	3937	2938	2.6017384E-5
				5)	debí	5768	1216	1.0768257E-5
			2)	des	0	0	0.0
				1)	des_	124	77663	6.877427E-4
				2)	desa	256	48678	4.310668E-4
				3)	dese	501	31754	2.8119673E-4
				4)	desp	1040	18484	1.636846E-4
				5)	dest	1073	17947	1.5892921E-4
				6)	desc	1981	9286	8.2231934E-5
				7)	desg	3237	4359	3.8601014E-5
				8)	desi	3778	3181	2.8169265E-5
				9)	desv	4917	1805	1.5984131E-5
				10)	desm	5331	1471	1.3026403E-5
				11)	desl	5687	1259	1.1149043E-5
				12)	desf	6091	1070	9.475358E-6
				13)	desb	7876	489	4.330327E-6
				14)	desh	7958	472	4.179784E-6
				15)	deso	8085	447	3.958397E-6
				16)	desr	8609	369	3.26767E-6
				17)	desd	9758	238	2.107603E-6
				18)	desn	10169	204	1.8065168E-6
			3)	dec	0	0	0.0
				1)	deci	161	64953	5.7518965E-4
				2)	decl	1527	12520	1.1087054E-4
				3)	decu	1875	10057	8.905951E-5
				4)	dece	2315	7546	6.682341E-5
				5)	decí	5794	1197	1.0600003E-5
				6)	deca	8101	445	3.9406864E-6
				7)	decr	8214	427	3.7812877E-6
			4)	der	0	0	0.0
				1)	dere	254	48825	4.3236854E-4
				2)	dera	552	29859	2.644156E-4
				3)	der_	882	21192	1.8766522E-4
				4)	dero	1940	9541	8.4490086E-5
				5)	dern	3623	3484	3.0852472E-5
				6)	deri	4059	2745	2.4308278E-5
				7)	derá	4369	2348	2.0792655E-5
				8)	derr	5732	1236	1.0945367E-5
				9)	ders	5833	1182	1.0467171E-5
				10)	derí	6345	941	8.3330015E-6
				11)	derl	6890	747	6.6150396E-6
				12)	deró	9253	286	2.5326658E-6
				13)	deré	9441	267	2.3644118E-6
			5)	dem	0	0	0.0
				1)	demo	504	31690	2.8063E-4
				2)	demá	909	20770	1.839282E-4
				3)	dema	1778	10651	9.431966E-5
				4)	demu	3200	4456	3.9459996E-5
				5)	demó	5730	1237	1.09542225E-5
				6)	demn	6548	858	7.5979974E-6
				7)	demi	7008	712	6.305098E-6
			6)	den	0	0	0.0
				1)	dent	632	27198	2.408512E-4
				2)	den_	1008	18946	1.6777583E-4
				3)	denc	1726	10997	9.738366E-5
				4)	dena	2526	6562	5.8109625E-5
				5)	deno	3789	3147	2.7868178E-5
				6)	dens	4108	2676	2.369725E-5
				7)	denu	5252	1536	1.3602009E-5
				8)	dene	6455	897	7.94336E-6
			7)	det	0	0	0.0
				1)	dete	1255	15558	1.3777347E-4
				2)	deta	3338	4113	3.6422567E-5
				3)	detr	5213	1572	1.3920806E-5
			8)	def	0	0	0.0
				1)	defi	1417	13592	1.2036361E-4
				2)	defe	1737	10936	9.684347E-5
				3)	defr	10182	203	1.7976613E-6
			9)	dep	0	0	0.0
				1)	depe	1610	11816	1.0463629E-4
				2)	depo	3610	3509	3.107386E-5
				3)	depr	7597	548	4.8528E-6
				4)	depa	7611	546	4.835089E-6
				5)	depl	8092	446	3.9495417E-6
				6)	depó	9736	242	2.1430249E-6
			10)	dej	0	0	0.0
				1)	deja	1755	10807	9.5701114E-5
				2)	deje	5321	1476	1.307068E-5
				3)	dejó	9094	304	2.6920643E-6
			11)	del	0	0	0.0
				1)	deli	2205	7989	7.0746384E-5
				2)	dela	2898	5303	4.696058E-5
				3)	delo	3217	4415	3.909692E-5
				4)	dele	3544	3649	3.2313626E-5
			12)	dea	0	0	0.0
				1)	dea_	2623	6212	5.501021E-5
				2)	deas	4254	2513	2.2253807E-5
				3)	deal	6352	939	8.315291E-6
				4)	dean	9209	291	2.5769432E-6
				5)	dead	9374	275	2.4352555E-6
				6)	dear	9437	268	2.3732673E-6
			13)	ded	0	0	0.0
				1)	dedi	3480	3799	3.3641947E-5
				2)	dedo	5232	1561	1.3823396E-5
				3)	dedu	7526	565	5.003343E-6
			14)	dez	0	0	0.0
				1)	dezc	4286	2458	2.1766757E-5
				2)	dez_	4393	2326	2.0597834E-5
			15)	deu	0	0	0.0
				1)	deud	4824	1888	1.6719136E-5
			16)	dev	0	0	0.0
				1)	devo	5759	1219	1.07948235E-5
				2)	deva	6795	773	6.845282E-6
				3)	devu	8036	457	4.0469517E-6
			17)	deo	0	0	0.0
				1)	deol	6079	1074	9.51078E-6
				2)	deos	8327	408	3.6130336E-6
				3)	deo_	9886	225	1.9924819E-6
			18)	deg	0	0	0.0
				1)	degr	7122	676	5.986301E-6
		4)	di	0	0	0.0
			1)	did	0	0	0.0
				1)	dida	307	42982	3.80626E-4
				2)	dido	964	19754	1.7493105E-4
			2)	dic	0	0	0.0
				1)	dici	432	34512	3.0562014E-4
				2)	dich	635	27157	2.4048812E-4
				3)	dica	773	23818	2.109197E-4
				4)	dico	2288	7611	6.7399014E-5
				5)	dice	2458	6845	6.0615723E-5
				6)	dict	3377	4002	3.543961E-5
				7)	dicc	4931	1793	1.5877866E-5
			3)	dir	0	0	0.0
				1)	dire	676	26086	2.3100391E-4
				2)	dir_	1455	13177	1.1668859E-4
				3)	diri	2378	7283	6.449442E-5
				4)	dirí	4977	1750	1.549708E-5
				5)	dirl	5683	1261	1.1166753E-5
				6)	dirá	6032	1094	9.687889E-6
				7)	diré	6339	943	8.350713E-6
				8)	dirs	7662	536	4.7465346E-6
			4)	dis	0	0	0.0
				1)	disp	702	25575	2.2647876E-4
				2)	dist	1137	17119	1.5159688E-4
				3)	disc	1158	16719	1.4805468E-4
				4)	dism	5065	1677	1.4850631E-5
				5)	disf	5145	1629	1.4425568E-5
				6)	dise	5333	1469	1.3008692E-5
				7)	disi	7372	602	5.330996E-6
				8)	diso	7733	522	4.6225578E-6
				9)	disu	8296	412	3.6484555E-6
			5)	dio	0	0	0.0
				1)	dio_	986	19313	1.7102578E-4
				2)	dios	1806	10526	9.321272E-5
				3)	dioa	2706	5903	5.2273866E-5
				4)	diom	6676	810	7.1729346E-6
				5)	diov	7191	655	5.8003357E-6
				6)	diod	7948	474	4.197495E-6
				7)	dion	8168	434	3.843276E-6
			6)	dif	0	0	0.0
				1)	difi	1271	15336	1.3580755E-4
				2)	dife	1284	15154	1.3419586E-4
				3)	difí	2303	7573	6.706251E-5
				4)	difu	5535	1343	1.1892903E-5
			7)	die	0	0	0.0
				1)	dien	1337	14547	1.2882058E-4
				2)	dier	3244	4346	3.8485894E-5
				3)	die_	3374	4009	3.5501598E-5
				4)	diez	3643	3435	3.0418556E-5
				5)	dies	7368	604	5.3487065E-6
				6)	diec	8755	347	3.0728497E-6
				7)	diet	9273	284	2.5149548E-6
			8)	dip	0	0	0.0
				1)	dipu	1342	14492	1.2833354E-4
				2)	dipl	5116	1649	1.4602678E-5
			9)	dim	0	0	0.0
				1)	dimi	1446	13261	1.1743245E-4
				2)	dime	3461	3839	3.3996166E-5
				3)	dimo	3650	3403	3.013518E-5
			10)	dia	0	0	0.0
				1)	dian	1537	12424	1.1002042E-4
				2)	dial	1984	9252	8.193085E-5
				3)	diar	2770	5712	5.0582472E-5
				4)	diat	3277	4241	3.7556067E-5
				5)	dia_	3322	4139	3.665281E-5
				6)	diad	6148	1043	9.23626E-6
				7)	diac	6235	999	8.8466195E-6
				8)	dias	6648	819	7.2526336E-6
				9)	diag	8062	451	3.993819E-6
				10)	diab	9330	278	2.4618219E-6
				11)	diam	9677	246	2.1784467E-6
			11)	din	0	0	0.0
				1)	dina	2050	8921	7.899969E-5
				2)	dine	2553	6455	5.7162088E-5
				3)	diná	5551	1334	1.1813203E-5
			12)	div	0	0	0.0
				1)	dive	2118	8497	7.524497E-5
				2)	divi	2484	6738	5.966819E-5
				3)	divu	9172	295	2.612365E-6
			13)	diá	0	0	0.0
				1)	diál	2304	7571	6.70448E-5
				2)	diát	9716	243	2.1518804E-6
			14)	dit	0	0	0.0
				1)	dito	3391	3979	3.5235935E-5
				2)	dite	5128	1641	1.4531834E-5
				3)	dita	6138	1047	9.271682E-6
				4)	diti	7646	539	4.773101E-6
			15)	dig	0	0	0.0
				1)	dign	3684	3334	2.9524152E-5
				2)	digo	3769	3194	2.8284387E-5
				3)	diga	5254	1533	1.3575443E-5
				4)	digi	6361	935	8.279869E-6
			16)	dió	0	0	0.0
				1)	dió_	3723	3275	2.900168E-5
				2)	dióx	8429	392	3.471346E-6
			17)	dij	0	0	0.0
				1)	dijo	4623	2082	1.8437098E-5
				2)	dije	5802	1192	1.0555726E-5
			18)	diz	0	0	0.0
				1)	diza	4674	2016	1.7852637E-5
			19)	dib	0	0	0.0
				1)	dibi	4985	1744	1.5443948E-5
				2)	dibl	5660	1268	1.1228742E-5
			20)	diq	0	0	0.0
				1)	diqu	6738	789	6.9869693E-6
			21)	dil	0	0	0.0
				1)	dilu	8620	368	3.2588146E-6
				2)	dill	9121	301	2.665498E-6
				3)	dila	9399	272	2.4086892E-6
				4)	dili	9556	257	2.275857E-6
				5)	dile	9751	239	2.1164585E-6
			22)	dié	0	0	0.0
				1)	diér	8722	351	3.1082716E-6
				2)	dién	9481	263	2.32899E-6
		5)	du	0	0	0.0
			1)	dur	0	0	0.0
				1)	dura	820	22721	2.0120524E-4
				2)	duro	7004	714	6.322809E-6
				3)	dure	7102	682	6.0394336E-6
				4)	durí	9708	244	2.160736E-6
			2)	duc	0	0	0.0
				1)	duci	862	21544	1.9078235E-4
