English	4	128173779	11379
				9)	surg	8336	624	3.182212E-6
			2)	sup	0	0	0.0
				1)	supp	177	97738	4.9843435E-4
				2)	supe	3201	7540	3.8451726E-5
				3)	supr	6579	1316	6.7112032E-6
			3)	sul	0	0	0.0
				1)	sult	664	45222	2.3061856E-4
				2)	sula	8091	690	3.518792E-6
				3)	sulp	8886	500	2.5498493E-6
			4)	sue	0	0	0.0
				1)	sue_	688	44460	2.2673259E-4
				2)	sues	1268	26848	1.369167E-4
				3)	sued	4480	3668	1.8705694E-5
			5)	sub	0	0	0.0
				1)	subs	1212	27912	1.4234279E-4
				2)	subj	1429	23582	1.20261095E-4
				3)	subm	3039	8335	4.2505988E-5
				4)	subc	8284	638	3.2536077E-6
				5)	subo	8718	536	2.7334384E-6
				6)	subt	10164	307	1.5656075E-6
				7)	subp	10586	261	1.3310213E-6
			6)	sum	0	0	0.0
				1)	sume	1215	27852	1.420368E-4
				2)	summ	2632	10721	5.4673867E-5
				3)	sump	3926	5075	2.588097E-5
				4)	sum_	5715	1951	9.949512E-6
				5)	sums	6935	1131	5.767759E-6
				6)	sumi	7742	804	4.1001576E-6
				7)	suma	10148	308	1.5707071E-6
			7)	suc	0	0	0.0
				1)	succ	1418	23705	1.20888355E-4
				2)	such	8847	509	2.5957465E-6
			8)	suf	0	0	0.0
				1)	suff	1728	19259	9.8215096E-5
			9)	sus	0	0	0.0
				1)	sust	2122	14856	7.576112E-5
				2)	susp	3536	6208	3.165893E-5
				3)	sus_	3990	4909	2.503442E-5
				4)	suse	7684	820	4.181753E-6
				5)	susc	10911	234	1.1933295E-6
			10)	sug	0	0	0.0
				1)	sugg	2702	10230	5.2169915E-5
				2)	suga	5570	2066	1.0535977E-5
			11)	sua	0	0	0.0
				1)	sual	3898	5137	2.619715E-5
				2)	suan	6058	1657	8.450201E-6
				3)	suad	6129	1603	8.174817E-6
				4)	suas	9219	440	2.2438674E-6
			12)	sui	0	0	0.0
				1)	suit	4194	4379	2.233158E-5
				2)	suin	5429	2187	1.1153041E-5
				3)	suic	8322	629	3.2077103E-6
			13)	sud	0	0	0.0
				1)	sudd	6612	1297	6.614309E-6
			14)	sun	0	0	0.0
				1)	sund	6784	1212	6.1808346E-6
				2)	suna	9423	407	2.0755774E-6
				3)	sun_	10807	243	1.2392268E-6
		6)	st	0	0	0.0
			1)	sta	0	0	0.0
				1)	stan	197	93249	4.7554178E-4
				2)	stat	320	69400	3.5391908E-4
				3)	stab	753	42029	2.1433523E-4
				4)	star	1574	21339	1.0882247E-4
				5)	stai	1861	17782	9.068284E-5
				6)	stag	2607	10950	5.5841698E-5
				7)	stak	3143	7794	3.974705E-5
				8)	stal	3887	5156	2.6294045E-5
				9)	staf	4033	4803	2.4493853E-5
				10)	stac	4402	3889	1.9832727E-5
				11)	stay	5139	2538	1.2943035E-5
				12)	stam	8159	670	3.416798E-6
				13)	stau	9207	441	2.2489671E-6
			2)	str	0	0	0.0
				1)	stru	416	60327	3.0764952E-4
				2)	stra	425	59869	3.0531385E-4
				3)	stri	851	38644	1.9707275E-4
				4)	stre	1054	32350	1.6497525E-4
				5)	stro	1385	24158	1.2319852E-4
				6)	stry	1761	18929	9.6532196E-5
			3)	sti	0	0	0.0
				1)	stio	424	59894	3.0544135E-4
				2)	stit	585	49621	2.5305213E-4
				3)	stic	1067	31903	1.6269568E-4
				4)	stin	1131	30119	1.5359782E-4
				5)	stif	2950	8779	4.4770255E-5
				6)	stig	3320	7048	3.5942674E-5
				7)	stim	3357	6908	3.5228717E-5
				8)	stip	5962	1735	8.847977E-6
				9)	stil	6105	1622	8.271711E-6
				10)	stiv	8345	621	3.1669128E-6
				11)	stir	9896	338	1.7236981E-6
			4)	sts	0	0	0.0
				1)	sts_	496	55571	2.8339535E-4
			5)	ste	0	0	0.0
				1)	stem	620	47589	2.4268955E-4
				2)	ster	1017	33226	1.6944259E-4
				3)	step	1607	20856	1.06359315E-4
				4)	sten	1790	18545	9.457391E-5
				5)	sted	1867	17733	9.043296E-5
				6)	ste_	3115	7907	4.0323317E-5
				7)	stee	5537	2092	1.0668569E-5
				8)	stea	6297	1477	7.5322546E-6
				9)	stef	8313	632	3.2230096E-6
				10)	stes	9458	402	2.0500788E-6
			6)	sto	0	0	0.0
				1)	stor	1437	23435	1.1951144E-4
				2)	stop	3090	8058	4.109337E-5
				3)	stoc	3624	5955	3.0368705E-5
				4)	stom	3947	5005	2.5523992E-5
				5)	stoo	4641	3304	1.6849404E-5
				6)	ston	4810	3010	1.5350093E-5
				7)	stos	9251	433	2.2081695E-6
				8)	stod	9511	394	2.0092812E-6
				9)	stol	10470	273	1.3922177E-6
			7)	stl	0	0	0.0
				1)	stly	1927	17032	8.685807E-5
				2)	stli	9269	431	2.1979702E-6
				3)	stle	10552	264	1.3463205E-6
			8)	stm	0	0	0.0
				1)	stme	2199	14278	7.28135E-5
			9)	stu	0	0	0.0
				1)	stud	2624	10780	5.497475E-5
				2)	stur	5631	2008	1.0240195E-5
				3)	stuf	5904	1799	9.174358E-6
				4)	stup	9275	430	2.1928704E-6
				5)	stuc	9954	329	1.6778008E-6
				6)	stub	10890	236	1.2035289E-6
				7)	stum	11099	221	1.1270333E-6
			10)	stp	0	0	0.0
				1)	stpo	5145	2533	1.2917536E-5
			11)	sty	0	0	0.0
				1)	sty_	6669	1272	6.4868163E-6
				2)	styl	7334	953	4.8600127E-6
			12)	stw	0	0	0.0
				1)	stwa	9010	476	2.4274566E-6
			13)	stb	0	0	0.0
				1)	stbe	9864	342	1.744097E-6
			14)	stc	0	0	0.0
				1)	stco	10220	301	1.5350092E-6
			15)	sth	0	0	0.0
				1)	sthe	10250	297	1.5146105E-6
			16)	std	0	0	0.0
				1)	stde	10987	229	1.167831E-6
			17)	stt	0	0	0.0
				1)	sttr	11284	206	1.0505379E-6
		7)	ss	0	0	0.0
			1)	ssi	0	0	0.0
				1)	ssio	276	74863	3.8177872E-4
				2)	ssib	475	56929	2.9032075E-4
				3)	ssin	1660	20210	1.0306491E-4
				4)	ssis	2399	12494	6.371563E-5
				5)	ssiv	2588	11067	5.6438363E-5
				6)	ssit	5788	1888	9.628231E-6
				7)	ssie	5913	1791	9.1335605E-6
				8)	ssif	6306	1471	7.5016565E-6
				9)	ssil	6903	1151	5.869753E-6
				10)	ssig	7743	804	4.1001576E-6
				11)	ssia	8078	695	3.5442904E-6
				12)	ssim	8377	612	3.1210154E-6
				13)	ssic	9181	446	2.2744655E-6
				14)	ssid	9199	442	2.2540667E-6
			2)	ssu	0	0	0.0
				1)	ssue	309	70680	3.604467E-4
				2)	ssur	2025	15849	8.082512E-5
				3)	ssum	4200	4368	2.2275482E-5
				4)	ssui	7841	774	3.9471665E-6
				5)	ssua	9995	325	1.657402E-6
			3)	sse	0	0	0.0
				1)	sses	1029	32890	1.6772909E-4
				2)	ssed	1142	29868	1.5231779E-4
				3)	ssen	1325	25359	1.2932325E-4
				4)	ssel	4799	3032	1.5462287E-5
				5)	ssem	5345	2280	1.1627312E-5
				6)	sser	5424	2191	1.117344E-5
				7)	sset	5772	1898	9.679228E-6
				8)	sse_	8908	495	2.5243507E-6
			4)	ssa	0	0	0.0
				1)	ssar	1098	30771	1.5692282E-4
				2)	ssag	3221	7460	3.8043752E-5
				3)	ssac	7879	764	3.89617E-6
				4)	ssat	8199	659	3.3607014E-6
				5)	ssas	8661	549	2.7997346E-6
				6)	ssad	8965	483	2.4631545E-6
				7)	ssau	9817	348	1.7746951E-6
				8)	ssal	9945	332	1.6930999E-6
			5)	ssm	0	0	0.0
				1)	ssme	2913	8966	4.5723897E-5
			6)	ssf	0	0	0.0
				1)	ssfu	3072	8118	4.139935E-5
				2)	ssfa	11243	210	1.0709367E-6
			7)	sso	0	0	0.0
				1)	ssoc	3149	7744	3.9492064E-5
				2)	sson	5037	2671	1.3621295E-5
				3)	ssor	5910	1794	9.148859E-6
				4)	ssol	10113	312	1.591106E-6
			8)	ssb	0	0	0.0
				1)	ssbo	4025	4815	2.455505E-5
			9)	ssl	0	0	0.0
				1)	ssly	5738	1926	9.82202E-6
			10)	ssr	0	0	0.0
				1)	ssro	7089	1059	5.400581E-6
				2)	ssra	11013	227	1.1576316E-6
			11)	ssp	0	0	0.0
				1)	sspo	7217	1006	5.130297E-6
			12)	ssn	0	0	0.0
				1)	ssne	8536	576	2.9374264E-6
		8)	so	0	0	0.0
			1)	soc	0	0	0.0
				1)	soci	279	74606	3.8046812E-4
				2)	soca	4023	4821	2.4585646E-5
			2)	sol	0	0	0.0
				1)	solu	412	60531	3.0868987E-4
				2)	soli	2047	15525	7.917282E-5
				3)	solv	2063	15338	7.821918E-5
				4)	sole	4372	3964	2.0215204E-5
				5)	sola	4899	2877	1.4671833E-5
				6)	sold	5236	2410	1.2290274E-5
			3)	som	0	0	0.0
				1)	some	1037	32625	1.6637766E-4
			4)	sou	0	0	0.0
				1)	sour	1195	28317	1.4440816E-4
				2)	soun	3995	4901	2.4993622E-5
				3)	sout	4318	4078	2.0796571E-5
				4)	soug	5870	1821	9.286551E-6
				5)	soul	9635	373	1.9021876E-6
			5)	son	0	0	0.0
				1)	son_	1319	25460	1.2983833E-4
				2)	sons	1816	18242	9.30287E-5
				3)	sona	2069	15268	7.78622E-5
				4)	sone	4654	3283	1.674231E-5
				5)	sonn	6431	1404	7.1599766E-6
				6)	soni	8128	680	3.467795E-6
				7)	sonm	8666	548	2.7946348E-6
			6)	sor	0	0	0.0
				1)	sort	3442	6588	3.3596814E-5
				2)	sory	4107	4581	2.336172E-5
				3)	sorr	5358	2268	1.1566116E-5
				4)	sors	6127	1604	8.179916E-6
				5)	sor_	6590	1310	6.680605E-6
				6)	sorb	8369	614	3.131215E-6
				7)	sore	9135	453	2.3101634E-6
				8)	sord	9404	410	2.0908765E-6
				9)	sorp	9987	326	1.6625017E-6
				10)	sori	10423	279	1.4228159E-6
			7)	soo	0	0	0.0
				1)	soon	3919	5088	2.5947265E-5
			8)	sov	0	0	0.0
				1)	sove	4312	4097	2.0893465E-5
			9)	sof	0	0	0.0
				1)	soft	5963	1734	8.842877E-6
				2)	sofa	8325	628	3.2026107E-6
			10)	sop	0	0	0.0
				1)	soph	6067	1652	8.424702E-6
			11)	soi	0	0	0.0
				1)	soil	6376	1433	7.307868E-6
			12)	soe	0	0	0.0
				1)	soev	6510	1352	6.8947925E-6
			13)	soy	0	0	0.0
				1)	soya	9756	356	1.8154927E-6
			14)	sod	0	0	0.0
				1)	sode	10759	247	1.2596255E-6
		9)	sa	0	0	0.0
			1)	sat	0	0	0.0
				1)	sati	494	55588	2.8348205E-4
				2)	sate	5375	2248	1.14641225E-5
				3)	satl	5937	1768	9.016267E-6
				4)	sato	9678	367	1.8715893E-6
				5)	sat_	10808	243	1.2392268E-6
			2)	sal	0	0	0.0
				1)	sal_	532	53220	2.7140597E-4
				2)	sals	1408	23802	1.21383026E-4
				3)	sale	4900	2873	1.4651434E-5
				4)	sala	6254	1507	7.685246E-6
				5)	salm	8540	575	2.9323267E-6
				6)	sall	9100	458	2.335662E-6
				7)	sali	9727	360	1.8358915E-6
				8)	salu	9946	332	1.6930999E-6
			3)	say	0	0	0.0
				1)	say_	624	47386	2.4165431E-4
				2)	sayi	2983	8585	4.378091E-5
				3)	says	4048	4755	2.4249066E-5
			4)	sam	0	0	0.0
				1)	same	844	38830	1.980213E-4
				2)	samp	10554	264	1.3463205E-6
			5)	sai	0	0	0.0
				1)	said	905	37126	1.893314E-4
				2)	sail	8953	485	2.4733538E-6
			6)	sar	0	0	0.0
				1)	sary	1139	29953	1.5275126E-4
				2)	sari	5413	2202	1.12295365E-5
				3)	sarm	7252	990	5.0487015E-6
			7)	saf	0	0	0.0
				1)	safe	1189	28446	1.4506602E-4
				2)	safr	10605	259	1.320822E-6
			8)	sag	0	0	0.0
				1)	sage	2738	9957	5.0777697E-5
				2)	sagr	5146	2533	1.2917536E-5
			9)	sas	0	0	0.0
				1)	sast	3070	8131	4.146565E-5
				2)	sas_	6747	1227	6.25733E-6
				3)	sass	8495	585	2.9833236E-6
			10)	sap	0	0	0.0
				1)	sapp	3625	5951	3.0348307E-5
			11)	san	0	0	0.0
				1)	sanc	3728	5623	2.8675606E-5
				2)	sand	4052	4750	2.4223567E-5
				3)	sant	7619	845	4.3092455E-6
				4)	sani	9119	455	2.320363E-6
				5)	san_	11186	214	1.0913354E-6
			12)	sab	0	0	0.0
				1)	sabl	4525	3563	1.8170225E-5
				2)	sabi	5804	1873	9.551735E-6
			13)	sav	0	0	0.0
				1)	savi	4626	3327	1.6966696E-5
				2)	save	5084	2610	1.3310213E-5
				3)	sava	10883	236	1.2035289E-6
			14)	sad	0	0	0.0
				1)	sadv	5038	2671	1.3621295E-5
				2)	sadl	6641	1285	6.5531126E-6
				3)	sad_	6823	1189	6.0635416E-6
				4)	sado	9086	461	2.350961E-6
				5)	sadd	9512	394	2.0092812E-6
			15)	sac	0	0	0.0
				1)	sacr	5179	2482	1.2657451E-5
				2)	sact	5434	2184	1.1137741E-5
			16)	saw	0	0	0.0
				1)	saw_	5310	2319	1.18262005E-5
			17)	sak	0	0	0.0
				1)	sake	5832	1845	9.408944E-6
			18)	sau	0	0	0.0
				1)	saul	9897	338	1.7236981E-6
			19)	sah	0	0	0.0
				1)	saha	10685	253	1.2902237E-6
		10)	sy	0	0	0.0
			1)	sys	0	0	0.0
				1)	syst	640	46149	2.3534599E-4
			2)	syl	0	0	0.0
				1)	sylu	3539	6202	3.162833E-5
			3)	sym	0	0	0.0
				1)	symb	5157	2509	1.2795143E-5
				2)	symp	5282	2348	1.1974093E-5
				3)	symm	9035	471	2.401958E-6
			4)	syc	0	0	0.0
				1)	sych	7155	1031	5.2577893E-6
			5)	syn	0	0	0.0
				1)	syne	7547	871	4.4418375E-6
				2)	synt	8773	522	2.6620426E-6
				3)	syno	11230	211	1.0760364E-6
		11)	sl	0	0	0.0
			1)	sla	0	0	0.0
				1)	slat	877	37902	1.9328877E-4
				2)	slan	4709	3175	1.6191543E-5
				3)	slau	6639	1285	6.5531126E-6
				4)	slav	7175	1017	5.1863935E-6
			2)	sly	0	0	0.0
				1)	sly_	1436	23447	1.1957263E-4
			3)	slo	0	0	0.0
				1)	slow	4816	3005	1.5324595E-5
				2)	slog	8904	496	2.5294505E-6
				3)	slot	10036	321	1.6370033E-6
				4)	slov	11308	204	1.0403385E-6
			4)	sli	0	0	0.0
				1)	slig	5360	2266	1.1555917E-5
				2)	slip	8747	529	2.6977405E-6
				3)	slim	10439	277	1.4126165E-6
				4)	slid	10534	266	1.3565198E-6
				5)	slic	10899	235	1.1984291E-6
			5)	sle	0	0	0.0
				1)	slea	7364	945	4.819215E-6
				2)	slee	9290	427	2.1775713E-6
				3)	sled	11359	201	1.0250394E-6
		12)	sc	0	0	0.0
			1)	scu	0	0	0.0
				1)	scus	986	34118	1.7399152E-4
				2)	scue	7730	807	4.1154567E-6
				3)	scur	8994	479	2.4427557E-6
				4)	scul	10267	295	1.5044111E-6
			2)	scr	0	0	0.0
				1)	scri	1914	17168	8.755163E-5
				2)	scre	4845	2958	1.5084908E-5
				3)	scru	5299	2331	1.1887398E-5
				4)	scra	6994	1105	5.635167E-6
			3)	sci	0	0	0.0
				1)	scie	2647	10607	5.4092503E-5
				2)	scip	5751	1912	9.750624E-6
				3)	scio	7482	895	4.56423E-6
				4)	scis	8931	490	2.4988524E-6
				5)	scin	10114	312	1.591106E-6
			4)	sca	0	0	0.0
				1)	scal	2889	9045	4.6126774E-5
				2)	scan	5173	2488	1.26880495E-5
				3)	scap	5688	1969	1.0041306E-5
				4)	scar	6190	1559	7.95043E-6
				5)	scat	8278	639	3.2587075E-6
			5)	sch	0	0	0.0
				1)	sche	3323	7033	3.586618E-5
				2)	scho	4035	4799	2.4473453E-5
				3)	scha	4127	4544	2.317303E-5
				4)	schi	11201	213	1.0862358E-6
			6)	sco	0	0	0.0
				1)	scop	3487	6383	3.2551376E-5
				2)	scov	5838	1844	9.403844E-6
				3)	scou	5954	1741	8.8785755E-6
				4)	scor	6445	1397	7.124279E-6
				5)	scon	7639	836	4.263348E-6
			7)	sce	0	0	0.0
				1)	scen	4794	3044	1.5523483E-5
				2)	scep	6640	1285	6.5531126E-6
				3)	scer	8065	700	3.569789E-6
			8)	scl	0	0	0.0
				1)	sclo	8565	568	2.8966288E-6
				2)	scle	11304	205	1.0454382E-6
		13)	sm	0	0	0.0
			1)	sma	0	0	0.0
				1)	smal	1747	19044	9.711866E-5
				2)	sman	4659	3278	1.6716811E-5
				3)	smar	8387	610	3.1108161E-6
				4)	smay	10934	233	1.1882298E-6
			2)	sme	0	0	0.0
				1)	smen	2794	9562	4.876332E-5
				2)	smet	8267	642	3.2740065E-6
			3)	sms	0	0	0.0
				1)	sms_	3563	6140	3.131215E-5
			4)	smo	0	0	0.0
				1)	smok	5758	1908	9.7302245E-6
				2)	smoo	6767	1222	6.231832E-6
			5)	smi	0	0	0.0
				1)	smis	5981	1718	8.7612825E-6
				2)	smit	8222	654	3.3352028E-6
			6)	smu	0	0	0.0
				1)	smug	7554	867	4.4214385E-6
		14)	sw	0	0	0.0
			1)	swe	0	0	0.0
				1)	swer	2321	13218	6.740782E-5
				2)	swee	8053	706	3.6003871E-6
				3)	swed	10611	258	1.3157222E-6
				4)	swep	11357	201	1.0250394E-6
			2)	swi	0	0	0.0
				1)	swif	6043	1671	8.521596E-6
				2)	swit	7426	919	4.686623E-6
				3)	swin	9626	375	1.912387E-6
			3)	swo	0	0	0.0
				1)	swor	11103	220	1.1219337E-6
		15)	sk	0	0	0.0
			1)	sks	0	0	0.0
				1)	sks_	2891	9041	4.6106376E-5
			2)	ske	0	0	0.0
				1)	sked	2984	8584	4.3775814E-5
				2)	sket	10472	272	1.387118E-6
			3)	ski	0	0	0.0
				1)	skin	3930	5058	2.5794276E-5
				2)	skil	4691	3200	1.6319036E-5
			4)	sky	0	0	0.0
				1)	sky_	7899	756	3.855372E-6
		16)	sf	0	0	0.0
			1)	sfu	0	0	0.0
				1)	sful	3074	8114	4.1378953E-5
			2)	sfe	0	0	0.0
				1)	sfer	3616	5976	3.0475798E-5
			3)	sfa	0	0	0.0
				1)	sfac	3777	5448	2.7783157E-5
				2)	sfav	11156	217	1.1066346E-6
			4)	sfi	0	0	0.0
				1)	sfie	5110	2573	1.3121525E-5
			5)	sfo	0	0	0.0
				1)	sfor	5745	1919	9.786321E-6
			6)	sfy	0	0	0.0
				1)	sfy_	7466	904	4.6101277E-6
				2)	sfyi	11104	220	1.1219337E-6
		17)	sb	0	0	0.0
			1)	sbo	0	0	0.0
				1)	sbor	4007	4868	2.4825333E-5
			2)	sba	0	0	0.0
				1)	sban	9169	448	2.284665E-6
				2)	sbas	11332	202	1.0301391E-6
			3)	sbe	0	0	0.0
				1)	sbes	9417	408	2.080677E-6
			4)	sbu	0	0	0.0
				1)	sbur	9925	334	1.7032993E-6
		18)	sn	0	0	0.0
			1)	sne	0	0	0.0
				1)	snes	6029	1677	8.552194E-6
			2)	sna	0	0	0.0
				1)	snat	7165	1025	5.227191E-6
		19)	sd	0	0	0.0
			1)	sdi	0	0	0.0
				1)	sdic	6391	1426	7.27217E-6
			2)	sdo	0	0	0.0
				1)	sdom	8447	597	3.04452E-6
		20)	sr	0	0	0.0
			1)	sre	0	0	0.0
				1)	sreg	6476	1380	7.037584E-6
				2)	srep	10626	257	1.3106226E-6
			2)	sru	0	0	0.0
				1)	srup	7231	1000	5.0996987E-6
			3)	sro	0	0	0.0
				1)	sroo	7582	859	4.3806413E-6
				2)	sroa	11358	201	1.0250394E-6
			4)	sra	0	0	0.0
				1)	srae	9866	341	1.7389972E-6
				2)	srai	11014	227	1.1576316E-6
		21)	sq	0	0	0.0
			1)	squ	0	0	0.0
				1)	squa	7005	1099	5.6045687E-6
				2)	sque	8735	532	2.7130395E-6
				3)	squi	11158	216	1.1015348E-6
		22)	sg	0	0	0.0
			1)	sgr	0	0	0.0
				1)	sgra	7352	947	4.8294146E-6
			2)	sgu	0	0	0.0
				1)	sgui	8462	593	3.0241213E-6
			3)	sgi	0	0	0.0
				1)	sgiv	9988	326	1.6625017E-6
			4)	sge	0	0	0.0
				1)	sgen	10349	287	1.4636134E-6
		23)	sà	0	0	0.0
			1)	sàv	0	0	0.0
				1)	sàvi	8761	525	2.6773416E-6
	13)	h	0	0	0.0
		1)	he	0	0	0.0
			1)	her	0	0	0.0
				1)	here	38	199421	0.001016987
				2)	her_	448	58249	2.9705235E-4
				3)	hers	1900	17387	8.866846E-5
				4)	heri	2599	10977	5.597939E-5
				5)	hern	4506	3602	1.8369114E-5
				6)	herm	4774	3085	1.573257E-5
				7)	hera	5797	1880	9.587433E-6
				8)	hery	7294	971	4.951807E-6
				9)	hert	7706	816	4.161354E-6
				10)	hero	8754	528	2.692641E-6
				11)	herr	10022	322	1.6421029E-6
				12)	herb	10380	284	1.4483144E-6
				13)	herd	10412	280	1.4279155E-6
				14)	herw	10467	273	1.3922177E-6
				15)	herh	11288	206	1.0505379E-6
			2)	hed	0	0	0.0
				1)	hed_	1024	33033	1.6845834E-4
				2)	hedu	5849	1840	9.383445E-6
				3)	hedg	9229	438	2.233668E-6
			3)	hel	0	0	0.0
				1)	help	1152	29661	1.5126215E-4
				2)	held	2879	9089	4.635116E-5
				3)	helm	6580	1316	6.7112032E-6
				4)	hell	8197	660	3.3658011E-6
				5)	helt	9676	367	1.8715893E-6
				6)	heli	11195	214	1.0913354E-6
				7)	helv	11370	200	1.0199398E-6
			4)	hea	0	0	0.0
				1)	heal	1258	27091	1.3815593E-4
				2)	hear	1605	20906	1.066143E-4
				3)	head	2437	12242	6.243051E-5
				4)	heav	4492	3636	1.8542503E-5
				5)	heap	5315	2314	1.1800703E-5
				6)	heat	5633	2008	1.0240195E-5
				7)	heas	8403	607	3.095517E-6
			5)	hes	0	0	0.0
				1)	hes_	2081	15154	7.7280834E-5
				2)	hesi	2615	10893	5.5551016E-5
				3)	hest	4544	3521	1.795604E-5
				4)	hese	7819	781	3.9828647E-6
			6)	hem	0	0	0.0
				1)	hem_	2510	11612	5.92177E-5
				2)	hems	2541	11413	5.820286E-5
				3)	heme	3398	6742	3.4382167E-5
				4)	hemi	4660	3277	1.6711712E-5
				5)	hema	8008	723	3.687082E-6
			7)	hen	0	0	0.0
				1)	hen_	3214	7491	3.820184E-5
				2)	hens	3246	7334	3.740119E-5
				3)	heni	3889	5152	2.6273647E-5
				4)	heno	5063	2638	1.3453005E-5
				5)	hene	5088	2607	1.3294914E-5
				6)	henc	9794	351	1.7899941E-6
				7)	hent	10053	319	1.6268039E-6
				8)	hend	11145	218	1.1117343E-6
			8)	hec	0	0	0.0
				1)	heck	3879	5177	2.640114E-5
				2)	hect	8172	667	3.401499E-6
			9)	heo	0	0	0.0
				1)	heor	6303	1474	7.5169555E-6
			10)	het	0	0	0.0
				1)	heti	7133	1041	5.308786E-6
				2)	heto	7541	873	4.452037E-6
				3)	hete	11166	216	1.1015348E-6
			11)	hee	0	0	0.0
				1)	heep	7696	818	4.1715534E-6
				2)	heel	7942	743	3.7890761E-6
				3)	heed	8802	518	2.641644E-6
				4)	heet	8934	490	2.4988524E-6
				5)	heer	9982	326	1.6625017E-6
			12)	hei	0	0	0.0
				1)	heig	9220	440	2.2438674E-6
				2)	heid	11289	206	1.0505379E-6
			13)	heq	0	0	0.0
				1)	hequ	10042	321	1.6370033E-6
			14)	hef	0	0	0.0
				1)	heft	10817	242	1.234127E-6
		2)	ho	0	0	0.0
			1)	hou	0	0	0.0
				1)	houl	68	160910	8.205925E-4
				2)	hout	846	38743	1.9757762E-4
				3)	hous	2640	10652	5.432199E-5
				4)	houg	3613	5979	3.0491097E-5
				5)	hour	3956	4984	2.5416897E-5
			2)	hos	0	0	0.0
				1)	hose	358	64477	3.2881327E-4
				2)	host	4838	2971	1.5151204E-5
				3)	hosp	6530	1340	6.833596E-6
			3)	hop	0	0	0.0
				1)	hope	895	37312	1.9027996E-4
				2)	hopi	7800	786	4.0083632E-6
				3)	hops	8196	660	3.3658011E-6
				4)	hop_	8288	638	3.2536077E-6
				5)	hopp	9018	474	2.417257E-6
			4)	hor	0	0	0.0
				1)	hori	1153	29590	1.5090009E-4
				2)	hort	2068	15277	7.7908095E-5
				3)	horo	4840	2964	1.5115506E-5
				4)	hor_	5917	1787	9.1131615E-6
				5)	horr	6223	1535	7.828037E-6
				6)	hors	6355	1446	7.374164E-6
				7)	hore	6947	1127	5.7473603E-6
				8)	horm	8632	555	2.8303327E-6
				9)	horn	10320	289	1.4738129E-6
			5)	hol	0	0	0.0
				1)	hole	1513	22273	1.13585585E-4
				2)	hold	2022	15872	8.094242E-5
				3)	hol_	6148	1586	8.088122E-6
				4)	holi	6364	1439	7.3384663E-6
				5)	holo	7223	1004	5.1200973E-6
				6)	holl	7533	875	4.462236E-6
			6)	how	0	0	0.0
				1)	how_	2848	9280	4.7325204E-5
				2)	hown	3593	6058	3.0893974E-5
				3)	hows	3899	5137	2.619715E-5
				4)	howe	5065	2632	1.34224065E-5
				5)	howi	5972	1728	8.812279E-6
			7)	hon	0	0	0.0
				1)	hono	2851	9267	4.7258905E-5
				2)	hone	3918	5090	2.5957466E-5
			8)	hom	0	0	0.0
				1)	home	3239	7382	3.7645976E-5
				2)	homo	6505	1355	6.9100915E-6
			9)	hoi	0	0	0.0
				1)	hoic	3702	5685	2.8991786E-5
			10)	hoo	0	0	0.0
				1)	hool	4020	4824	2.4600946E-5
				2)	hood	4765	3107	1.5844764E-5
				3)	hoos	4802	3024	1.5421489E-5
				4)	hoot	9302	425	2.1673718E-6
			11)	hod	0	0	0.0
				1)	hods	4144	4491	2.2902746E-5
				2)	hod_	4238	4287	2.1862408E-5
				3)	hodo	7776	793	4.044061E-6
			12)	hoc	0	0	0.0
				1)	hock	5939	1762	8.9856685E-6
				2)	hoc_	8156	673	3.4320972E-6
				3)	hoco	8677	546	2.7844353E-6
			13)	hob	0	0	0.0
				1)	hobi	6079	1642	8.373705E-6
			14)	hot	0	0	0.0
				1)	hot_	7614	847	4.3194445E-6
				2)	hoto	8814	516	2.6314444E-6
				3)	hote	10072	317	1.6166044E-6
			15)	hoe	0	0	0.0
				1)	hoes	10233	299	1.5248098E-6
			16)	hov	0	0	0.0
				1)	hove	11124	219	1.116834E-6
		3)	hi	0	0	0.0
			1)	hin	0	0	0.0
				1)	hing	170	99715	5.0851644E-4
				2)	hink	590	49371	2.517772E-4
				3)	hin_	930	35995	1.8356365E-4
				4)	hind	3092	8055	4.107807E-5
				5)	hine	6050	1663	8.480799E-6
				6)	hina	8465	593	3.0241213E-6
				7)	hint	10417	279	1.4228159E-6
			2)	hig	0	0	0.0
				1)	high	853	38599	1.9684326E-4
			3)	hie	0	0	0.0
				1)	hiev	953	35291	1.7997346E-4
				2)	hief	7643	836	4.263348E-6
				3)	hier	7827	779	3.972665E-6
				4)	hies	9799	350	1.7848945E-6
				5)	hiel	10402	281	1.4330153E-6
			4)	hip	0	0	0.0
				1)	hip_	1346	24866	1.268091E-4
				2)	hips	3954	4987	2.5432197E-5
				3)	hipp	6549	1327	6.7673E-6
				4)	hipy	8219	655	3.3403026E-6
				5)	hipb	8253	645	3.2893056E-6
				6)	hipo	9285	429	2.1877706E-6
				7)	hipm	9350	417	2.1265744E-6
			5)	hir	0	0	0.0
				1)	hird	1486	22701	1.1576826E-4
				2)	hirt	10256	296	1.5095108E-6
			6)	hil	0	0	0.0
				1)	hild	1711	19629	1.00101985E-4
				2)	hils	4242	4283	2.1842008E-5
				3)	hilo	6595	1306	6.6602065E-6
				4)	hile	6941	1129	5.75756E-6
				5)	hill	9839	345	1.759396E-6
				6)	hili	10826	241	1.2290274E-6
			7)	his	0	0	0.0
