Italian	4	205693006	11141
				4)	poso	7493	1030	3.007458E-6
				5)	posa	8234	716	2.0906214E-6
				6)	pose	10991	213	6.219306E-7
			3)	pol	0	0	0.0
				1)	poli	163	170241	4.9708027E-4
				2)	pola	1770	26237	7.660842E-5
				3)	polo	3328	9627	2.8109513E-5
				4)	poll	7543	1007	2.940301E-6
				5)	pole	8128	753	2.1986561E-6
				6)	pol_	8999	498	1.4540914E-6
				7)	polv	9101	475	1.3869345E-6
				8)	polm	11085	204	5.956519E-7
			4)	pot	0	0	0.0
				1)	pote	902	52820	1.5422712E-4
				2)	potr	996	48979	1.4301193E-4
				3)	potu	3585	8191	2.3916591E-5
				4)	poti	7782	900	2.627876E-6
				5)	pota	8203	726	2.11982E-6
			5)	pon	0	0	0.0
				1)	pons	1337	36497	1.0656621E-4
				2)	pone	1846	24997	7.2987794E-5
				3)	pond	2243	19131	5.5859884E-5
				4)	poni	2443	16447	4.8022972E-5
				5)	pong	3024	11591	3.384412E-5
				6)	pont	6892	1346	3.9301344E-6
			6)	pop	0	0	0.0
				1)	popo	1398	34741	1.0143893E-4
				2)	popu	9012	495	1.4453318E-6
			7)	poi	0	0	0.0
				1)	poic	2050	21590	6.303982E-5
				2)	poi_	2464	16178	4.723753E-5
			8)	pog	0	0	0.0
				1)	pogg	2352	17547	5.123482E-5
			9)	pov	0	0	0.0
				1)	pove	2542	15434	4.5065153E-5
			10)	poc	0	0	0.0
				1)	poco	3308	9772	2.8532893E-5
				2)	poch	3852	6872	2.0065292E-5
				3)	poca	4509	4757	1.3889784E-5
				4)	pocr	6681	1487	4.341835E-6
				5)	poc’	9300	434	1.2672201E-6
			11)	pom	0	0	0.0
				1)	pome	6099	1995	5.825125E-6
				2)	pomp	10785	232	6.77408E-7
			12)	po’	0	0	0.0
				1)	po’_	7965	815	2.3796877E-6
			13)	pod	0	0	0.0
				1)	podi	9941	333	9.723141E-7
		4)	pa	0	0	0.0
			1)	par	0	0	0.0
				1)	part	111	212466	6.2037143E-4
				2)	pare	732	62894	1.8364181E-4
				3)	parl	834	56587	1.6522624E-4
				4)	para	1197	41177	1.2023116E-4
				5)	pari	1962	23066	6.734954E-5
				6)	paro	2075	21190	6.187188E-5
				7)	pars	4102	5988	1.7484135E-5
				8)	parm	4506	4760	1.3898543E-5
				9)	parz	5174	3229	9.428235E-6
				10)	parc	6317	1790	5.226553E-6
				11)	parr	9543	392	1.144586E-6
				12)	parv	9568	389	1.1358263E-6
			2)	pae	0	0	0.0
				1)	paes	237	136879	3.996678E-4
			3)	paz	0	0	0.0
				1)	pazi	690	65835	1.9222913E-4
				2)	pazz	7636	970	2.8322663E-6
			4)	pas	0	0	0.0
				1)	pass	1027	47869	1.3977088E-4
				2)	past	8759	566	1.652642E-6
			5)	pag	0	0	0.0
				1)	pagn	2321	17921	5.232685E-5
				2)	paga	2737	13701	4.000503E-5
				3)	pagi	6807	1404	4.0994864E-6
				4)	pagg	7798	893	2.607437E-6
				5)	pagh	8407	662	1.9329486E-6
			6)	pac	0	0	0.0
				1)	paci	2364	17396	5.0793922E-5
				2)	pace	2463	16180	4.7243368E-5
				3)	pacc	3538	8414	2.456772E-5
			7)	pal	0	0	0.0
				1)	pale	2536	15487	4.5219906E-5
				2)	pali	3326	9629	2.8115353E-5
				3)	palt	5370	2916	8.514318E-6
				4)	palm	5379	2908	8.490959E-6
				5)	pall	6396	1728	5.045522E-6
				6)	pala	8380	670	1.9563076E-6
			8)	pat	0	0	0.0
				1)	patt	2730	13746	4.0136423E-5
				2)	pati	3023	11596	3.385872E-5
				3)	pato	3759	7289	2.1282875E-5
				4)	patr	4244	5571	1.6266553E-5
				5)	pata	5405	2882	8.415042E-6
				6)	pate	5572	2624	7.661718E-6
			9)	pan	0	0	0.0
				1)	pant	4710	4250	1.2409414E-5
				2)	pano	4972	3643	1.0637058E-5
				3)	pand	5442	2813	8.213572E-6
				4)	pane	6833	1388	4.052769E-6
				5)	pans	6980	1295	3.7812215E-6
				6)	pani	9266	440	1.2847394E-6
				7)	panz	9418	413	1.2059031E-6
				8)	pana	9419	413	1.2059031E-6
				9)	pann	9481	404	1.1796243E-6
			10)	pai	0	0	0.0
				1)	paio	5983	2111	6.163829E-6
				2)	paia	10057	317	9.255963E-7
			11)	pau	0	0	0.0
				1)	paur	6257	1841	5.375466E-6
				2)	paus	9176	459	1.3402167E-6
			12)	pad	0	0	0.0
				1)	padr	6647	1511	4.4119115E-6
			13)	pav	0	0	0.0
				1)	pave	7497	1029	3.004538E-6
				2)	pava	10848	226	6.598888E-7
			14)	pak	0	0	0.0
				1)	paki	9382	417	1.2175825E-6
			15)	pam	0	0	0.0
				1)	pame	9844	348	1.016112E-6
			16)	pa”	0	0	0.0
				1)	pa”_	11027	209	6.1025116E-7
		5)	pi	0	0	0.0
			1)	più	0	0	0.0
				1)	più_	135	186875	5.4564927E-4
			2)	pio	0	0	0.0
				1)	pio_	758	61457	1.7944597E-4
				2)	pion	6368	1749	5.1068387E-6
				3)	piom	9437	411	1.2000634E-6
				4)	piog	10146	307	8.963977E-7
			3)	pia	0	0	0.0
				1)	pian	1576	30424	8.883388E-5
				2)	piam	2600	14815	4.3257758E-5
				3)	piac	2939	12144	3.5458805E-5
				4)	pia_	3476	8725	2.5475798E-5
				5)	piat	5491	2739	7.9975025E-6
				6)	piag	8159	741	2.1636179E-6
				7)	piar	8388	669	1.9533877E-6
				8)	piaz	8535	623	1.8190741E-6
			4)	pie	0	0	0.0
				1)	pien	1974	22740	6.639767E-5
				2)	pieg	2476	16123	4.7076937E-5
				3)	pier	3780	7178	2.095877E-5
				4)	pie_	5628	2536	7.4047703E-6
				5)	piet	6709	1469	4.2892775E-6
				6)	pied	6966	1302	3.8016606E-6
				7)	piez	10049	318	9.2851616E-7
			5)	pit	0	0	0.0
				1)	pito	2175	20023	5.84644E-5
				2)	pita	2855	12745	3.7213642E-5
				3)	piti	4056	6183	1.8053508E-5
				4)	pite	5208	3175	9.270562E-6
			6)	piu	0	0	0.0
				1)	piut	2192	19787	5.7775313E-5
			7)	pic	0	0	0.0
				1)	picc	2305	18162	5.3030537E-5
				2)	pica	3870	6797	1.9846302E-5
				3)	pico	5262	3071	8.9668965E-6
				4)	pici	5537	2682	7.83107E-6
				5)	pich	5899	2215	6.4674946E-6
				6)	picu	7888	852	2.4877224E-6
			8)	pin	0	0	0.0
				1)	pini	2595	14869	4.341543E-5
				2)	ping	3412	9111	2.6602864E-5
				3)	pint	4302	5317	1.5524907E-5
				4)	pino	7061	1261	3.681946E-6
				5)	pina	7975	811	2.3680082E-6
			9)	pid	0	0	0.0
				1)	pida	3437	8964	2.6173644E-5
				2)	pidi	5459	2790	8.146415E-6
				3)	pido	5582	2612	7.6266797E-6
				4)	pide	6288	1811	5.2878704E-6
			10)	pir	0	0	0.0
				1)	pire	3881	6776	1.9784986E-5
				2)	pira	4064	6161	1.798927E-5
				3)	piri	4088	6053	1.7673925E-5
				4)	piro	7409	1077	3.1446916E-6
				5)	pirà	9350	424	1.2380216E-6
				6)	pirl	11063	206	6.014916E-7
			11)	pis	0	0	0.0
				1)	pisc	4221	5625	1.6424225E-5
				2)	piso	7070	1256	3.6673468E-6
				3)	pist	7923	838	2.4468445E-6
			12)	pil	0	0	0.0
				1)	pila	4657	4408	1.28707525E-5
				2)	pilo	6383	1735	5.065961E-6
				3)	pile	10093	312	9.1099696E-7
				4)	pill	10467	264	7.708436E-7
			13)	pim	0	0	0.0
				1)	pime	5424	2840	8.292409E-6
			14)	piz	0	0	0.0
				1)	pizo	7832	879	2.5665588E-6
				2)	pizi	10425	269	7.854429E-7
			15)	pib	0	0	0.0
				1)	pibi	8659	592	1.7285583E-6
		6)	pp	0	0	0.0
			1)	ppo	0	0	0.0
				1)	ppo_	275	124400	3.6323085E-4
				2)	ppor	983	49393	1.4422076E-4
				3)	ppog	2399	16918	4.9398226E-5
				4)	ppos	2966	11954	3.490403E-5
				5)	ppon	4234	5586	1.631035E-5
				6)	ppol	7569	992	2.8965032E-6
			2)	ppr	0	0	0.0
				1)	ppre	777	59977	1.7512457E-4
				2)	ppro	795	58566	1.7100465E-4
				3)	ppri	7277	1155	3.3724407E-6
			3)	ppl	0	0	0.0
				1)	ppli	1254	39066	1.14067334E-4
				2)	ppla	4567	4625	1.3504362E-5
				3)	pple	5344	2958	8.636952E-6
			4)	ppi	0	0	0.0
				1)	ppi_	2226	19329	5.6438017E-5
				2)	ppia	2554	15315	4.471769E-5
				3)	ppie	5116	3330	9.723141E-6
				4)	ppio	6208	1884	5.50102E-6
				5)	ppin	9813	351	1.0248716E-6
			5)	ppa	0	0	0.0
				1)	ppar	2362	17424	5.087568E-5
				2)	ppat	4419	4987	1.4561352E-5
				3)	ppal	5381	2907	8.488039E-6
				4)	ppa_	6467	1668	4.87033E-6
				5)	ppan	7179	1203	3.512594E-6
				6)	ppas	9168	460	1.3431365E-6
				7)	ppai	9580	387	1.1299867E-6
				8)	ppam	10519	258	7.5332446E-7
			6)	ppu	0	0	0.0
				1)	ppur	2822	13001	3.7961127E-5
				2)	ppun	5510	2716	7.930345E-6
			7)	ppe	0	0	0.0
				1)	ppen	3380	9281	2.709924E-5
				2)	ppel	4005	6318	1.8447688E-5
				3)	ppe_	5670	2470	7.2120597E-6
				4)	ppes	8402	664	1.9387885E-6
				5)	ppet	8488	637	1.8599521E-6
				6)	pper	8881	532	1.5533667E-6
		7)	pl	0	0	0.0
			1)	pli	0	0	0.0
				1)	plic	614	71851	2.0979502E-4
				2)	plia	3386	9221	2.6924048E-5
				3)	plif	3946	6511	1.9011222E-5
				4)	plin	4480	4845	1.4146732E-5
				5)	plim	5669	2472	7.217899E-6
				6)	pli_	10500	260	7.5916415E-7
			2)	ple	0	0	0.0
				1)	plet	2570	15142	4.4212553E-5
				2)	ples	2646	14327	4.1832864E-5
				3)	plem	4202	5682	1.6590657E-5
				4)	plen	4670	4382	1.2794836E-5
			3)	pla	0	0	0.0
				1)	plau	4095	6016	1.756589E-5
				2)	plar	6873	1358	3.9651727E-6
				3)	plat	7603	980	2.861465E-6
				4)	pla_	8406	662	1.9329486E-6
				5)	plas	8565	615	1.7957152E-6
				6)	plan	8844	541	1.5796454E-6
				7)	plac	9728	362	1.0569901E-6
			4)	plo	0	0	0.0
				1)	plor	4334	5211	1.5215402E-5
				2)	plom	4922	3730	1.0891085E-5
				3)	plos	7581	986	2.878984E-6
				4)	plod	10929	218	6.3652993E-7
			5)	plu	0	0	0.0
				1)	plur	4978	3624	1.0581581E-5
				2)	plus	10649	246	7.1828606E-7
				3)	plut	10926	219	6.394498E-7
		8)	pu	0	0	0.0
			1)	pun	0	0	0.0
				1)	punt	721	63805	1.863018E-4
				2)	puni	5429	2834	8.274889E-6
			2)	può	0	0	0.0
				1)	può_	903	52794	1.541512E-4
			3)	pub	0	0	0.0
				1)	pubb	1007	48743	1.4232284E-4
			4)	put	0	0	0.0
				1)	puta	1622	29171	8.51753E-5
				2)	puto	5197	3191	9.31728E-6
				3)	pute	7812	889	2.5957575E-6
				4)	puti	8921	518	1.5124886E-6
			5)	pur	0	0	0.0
				1)	pure	2506	15742	4.596447E-5
				2)	purt	2901	12396	3.619461E-5
				3)	pur_	3583	8193	2.392243E-5
				4)	pura	5933	2180	6.3652997E-6
				5)	purc	7656	959	2.8001477E-6
				6)	puro	9889	341	9.95673E-7
			6)	pul	0	0	0.0
				1)	puls	5134	3296	9.6238655E-6
				2)	puli	5421	2848	8.315767E-6
				3)	pula	6782	1420	4.1462044E-6
				4)	pull	10661	245	7.1536624E-7
			7)	pug	0	0	0.0
				1)	pugn	7458	1043	3.0454162E-6
		9)	pz	0	0	0.0
			1)	pzi	0	0	0.0
				1)	pzio	5632	2531	7.390171E-6
		10)	ps	0	0	0.0
			1)	psi	0	0	0.0
				1)	psic	7171	1206	3.5213538E-6
			2)	pse	0	0	0.0
				1)	pseu	11008	210	6.1317104E-7
		11)	pt	0	0	0.0
			1)	pta	0	0	0.0
				1)	ptat	9456	408	1.1913038E-6
				2)	ptar	9645	375	1.0949483E-6
			2)	pto	0	0	0.0
				1)	ptou	10259	291	8.496799E-7
		12)	pn	0	0	0.0
			1)	pne	0	0	0.0
				1)	pneu	9648	374	1.0920285E-6
	11)	n	0	0	0.0
		1)	nt	0	0	0.0
			1)	nte	0	0	0.0
				1)	nte_	19	741809	0.00216598
				2)	nter	101	227602	6.6456647E-4
				3)	nten	521	81070	2.3671323E-4
				4)	ntem	1583	30332	8.8565255E-5
				5)	nteg	1815	25521	7.4517804E-5
				6)	ntes	1843	25071	7.320386E-5
				7)	ntel	3871	6797	1.9846302E-5
				8)	ntet	7827	882	2.5753184E-6
				9)	ntez	8238	715	2.0877014E-6
				10)	nte”	9599	384	1.1212271E-6
				11)	ntep	9887	342	9.985929E-7
			2)	nto	0	0	0.0
				1)	nto_	22	669771	0.0019556389
				2)	nton	5066	3435	1.0029727E-5
				3)	ntor	6037	2054	5.997397E-6
				4)	ntol	6418	1707	4.9842047E-6
				5)	ntom	6770	1428	4.169563E-6
				6)	ntos	8120	757	2.2103357E-6
				7)	ntoc	8755	567	1.6555618E-6
				8)	nto”	10073	315	9.197566E-7
			3)	nti	0	0	0.0
				1)	nti_	46	415043	0.0012118684
				2)	ntir	1026	47918	1.3991396E-4
				3)	ntin	1044	47113	1.3756346E-4
				4)	ntit	1734	26962	7.872532E-5
				5)	ntic	2133	20548	5.999733E-5
				6)	ntie	2558	15291	4.464761E-5
				7)	ntif	3044	11481	3.3522938E-5
				8)	ntiv	3283	9938	2.901759E-5
				9)	ntis	3430	9001	2.628168E-5
				10)	ntia	4974	3635	1.0613699E-5
				11)	ntim	5447	2805	8.1902135E-6
				12)	ntil	6027	2057	6.0061566E-6
				13)	ntid	6968	1301	3.7987406E-6
				14)	ntib	8362	675	1.9709069E-6
				15)	ntip	8618	601	1.7548372E-6
				16)	ntiu	9464	407	1.1883839E-6
				17)	ntiq	9994	326	9.5187505E-7
				18)	nti”	10205	298	8.701189E-7
				19)	ntig	11104	203	5.92732E-7
			4)	ntr	0	0	0.0
				1)	ntro	267	127042	3.709451E-4
				2)	ntra	366	104006	3.036832E-4
				3)	ntri	1080	45850	1.3387568E-4
				4)	ntre	2220	19417	5.6694964E-5
			5)	nta	0	0	0.0
				1)	ntar	365	104029	3.0375033E-4
				2)	ntat	559	76415	2.2312127E-4
				3)	ntal	570	75448	2.2029776E-4
				4)	nta_	975	50092	1.4626174E-4
				5)	ntan	1183	41846	1.2218455E-4
				6)	ntag	2299	18252	5.3293323E-5
				7)	ntaz	2318	17949	5.2408606E-5
				8)	ntam	2512	15671	4.575716E-5
				9)	ntab	5618	2555	7.4602476E-6
				10)	ntas	6263	1836	5.360867E-6
				11)	ntav	7090	1245	3.6352283E-6
				12)	ntac	8383	670	1.9563076E-6
				13)	ntad	9226	450	1.313938E-6
				14)	ntai	10686	242	7.066066E-7
			6)	ntu	0	0	0.0
				1)	ntua	2863	12671	3.699757E-5
				2)	ntus	6169	1923	5.6148947E-6
				3)	ntur	6425	1701	4.9666855E-6
				4)	ntun	9341	426	1.2438612E-6
				5)	ntum	10573	253	7.3872513E-7
			7)	ntà	0	0	0.0
				1)	ntà_	3339	9568	2.7937242E-5
			8)	ntù	0	0	0.0
				1)	ntù_	7362	1103	3.220608E-6
			9)	nt’	0	0	0.0
				1)	nt’a	8624	600	1.7519172E-6
		2)	no	0	0	0.0
			1)	non	0	0	0.0
				1)	non_	36	487558	0.0014236021
				2)	nonc	2101	20870	6.0937524E-5
				3)	nono	2884	12530	3.6585872E-5
				4)	nond	4754	4107	1.1991874E-5
				5)	noni	7789	898	2.6220362E-6
			2)	nos	0	0	0.0
				1)	nost	203	149345	4.3606682E-4
				2)	nosc	1220	40175	1.1730546E-4
				3)	nosi	6136	1959	5.72001E-6
				4)	noso	6584	1574	4.595863E-6
				5)	nosa	6665	1500	4.379793E-6
				6)	nose	6861	1368	3.9943716E-6
				7)	noss	7188	1200	3.5038345E-6
			3)	nor	0	0	0.0
				1)	nore	252	132806	3.8777522E-4
				2)	nor_	495	83771	2.4459977E-4
				3)	norm	960	50734	1.4813629E-4
				4)	nora	1013	48437	1.4142937E-4
				5)	nori	3934	6554	1.9136776E-5
				6)	nord	4839	3916	1.143418E-5
				7)	norg	8048	779	2.2745726E-6
				8)	norv	11033	209	6.1025116E-7
			4)	nom	0	0	0.0
				1)	nomi	429	92960	2.7143038E-4
				2)	nome	1523	31563	9.215961E-5
				3)	noma	5779	2332	6.8091185E-6
				4)	nomo	8267	706	2.0614227E-6
			5)	noi	0	0	0.0
				1)	noi_	995	49062	1.4325428E-4
			6)	nol	0	0	0.0
				1)	nolt	1140	43615	1.2734979E-4
				2)	nolo	2357	17472	5.101583E-5
				3)	nola	6142	1954	5.705411E-6
				4)	noli	7709	936	2.7329909E-6
				5)	nole	8160	741	2.1636179E-6
			7)	nov	0	0	0.0
				1)	nova	2393	16997	4.9628896E-5
				2)	nove	3909	6663	1.9455041E-5
				3)	novr	6808	1403	4.0965665E-6
				4)	novi	7627	973	2.841026E-6
				5)	novo	7716	932	2.7213116E-6
			8)	not	0	0	0.0
				1)	note	3082	11253	3.285721E-5
				2)	nota	3518	8487	2.478087E-5
				3)	noti	4189	5712	1.6678252E-5
				4)	noto	4877	3813	1.1133435E-5
				5)	nott	5566	2631	7.682157E-6
			9)	noc	0	0	0.0
				1)	noci	5766	2344	6.844157E-6
				2)	nocc	6145	1947	5.6849717E-6
				3)	noce	7103	1239	3.6177091E-6
				4)	nocr	10227	296	8.642792E-7
				5)	nocu	10242	294	8.584395E-7
			10)	nop	0	0	0.0
				1)	nopo	5869	2247	6.56093E-6
				2)	nopp	5966	2133	6.228066E-6
				3)	nope	8262	707	2.0643424E-6
				4)	nopi	9037	490	1.4307325E-6
			11)	nof	0	0	0.0
				1)	nofo	6756	1436	4.192922E-6
				2)	noff	9879	343	1.0015127E-6
			12)	nod	0	0	0.0
				1)	nodo	6837	1387	4.049849E-6
				2)	node	10371	275	8.0296206E-7
				3)	nodi	10498	261	7.62084E-7
			13)	no”	0	0	0.0
				1)	no”_	7599	981	2.8643847E-6
			14)	nog	0	0	0.0
				1)	nogr	7920	840	2.4526842E-6
			15)	noz	0	0	0.0
				1)	nozi	8026	787	2.2979316E-6
			16)	nob	0	0	0.0
				1)	nobi	8242	714	2.0847815E-6
			17)	noa	0	0	0.0
				1)	noam	9824	350	1.0219518E-6
			18)	now	0	0	0.0
				1)	nowh	10622	249	7.270457E-7
		3)	nz	0	0	0.0
			1)	nza	0	0	0.0
				1)	nza_	68	312621	9.128102E-4
				2)	nzat	4045	6214	1.8144023E-5
				3)	nzar	5531	2686	7.842749E-6
				4)	nzal	5804	2302	6.721523E-6
				5)	nzam	8056	776	2.265813E-6
				6)	nzan	9092	478	1.3956941E-6
				7)	nza”	10283	288	8.409203E-7
			2)	nzi	0	0	0.0
				1)	nzia	243	135518	3.9569387E-4
				2)	nzio	410	96509	2.8179298E-4
				3)	nzi_	2191	19804	5.782495E-5
				4)	nzie	3598	8149	2.3793957E-5
				5)	nzit	3721	7460	2.178217E-5
				6)	nzic	4905	3764	1.0990361E-5
				7)	nzin	8743	571	1.6672412E-6
			3)	nze	0	0	0.0
				1)	nze_	599	73138	2.1355288E-4
				2)	nzer	10321	282	8.2340114E-7
			4)	nzo	0	0	0.0
				1)	nzo_	7098	1240	3.620629E-6
				2)	nzog	9939	334	9.75234E-7
			5)	nz’	0	0	0.0
				1)	nz’a	8660	592	1.7285583E-6
		4)	nd	0	0	0.0
			1)	ndo	0	0	0.0
				1)	ndo_	77	284966	8.3206146E-4
				2)	ndon	2343	17630	5.147717E-5
				3)	ndot	3439	8952	2.6138607E-5
				4)	ndol	4313	5286	1.543439E-5
				5)	ndos	4387	5080	1.48329E-5
				6)	ndoc	6158	1930	5.6353338E-6
				7)	ndom	6222	1875	5.4747416E-6
				8)	ndog	7860	869	2.5373602E-6
				9)	ndov	8539	622	1.8161543E-6
			2)	nda	0	0	0.0
				1)	ndam	457	89040	2.5998452E-4
				2)	nda_	973	50166	1.464778E-4
				3)	ndar	2194	19753	5.7676036E-5
				4)	ndat	2344	17629	5.147425E-5
				5)	ndan	2734	13722	4.006635E-5
				6)	ndaz	3243	10264	2.9969466E-5
				7)	ndag	4343	5190	1.5154084E-5
				8)	ndal	4842	3911	1.1419581E-5
				9)	ndac	5213	3157	9.218004E-6
				10)	ndav	8913	520	1.5183283E-6
				11)	ndas	10545	256	7.474847E-7
			3)	ndi	0	0	0.0
				1)	ndi_	545	78363	2.2880916E-4
				2)	ndiz	1526	31493	9.195522E-5
				3)	ndia	1646	28441	8.30438E-5
				4)	ndiv	1692	27580	8.05298E-5
				5)	ndic	2008	22250	6.496693E-5
				6)	ndit	2954	12039	3.515222E-5
				7)	ndip	3025	11591	3.384412E-5
				8)	ndid	3249	10220	2.984099E-5
				9)	ndis	3293	9872	2.882488E-5
				10)	ndir	4047	6203	1.8111905E-5
				11)	ndim	4125	5904	1.7238866E-5
				12)	ndie	4943	3698	1.079765E-5
				13)	ndib	6367	1750	5.1097586E-6
				14)	ndig	6583	1575	4.5987827E-6
				15)	ndif	7174	1205	3.518434E-6
				16)	ndio	7279	1154	3.369521E-6
				17)	ndin	8221	720	2.1023006E-6
			4)	nde	0	0	0.0
				1)	nder	579	74868	2.1860424E-4
				2)	nde_	616	71759	2.0952639E-4
				3)	nden	1476	32908	9.608682E-5
				4)	ndes	2610	14765	4.3111766E-5
				5)	ndeb	5033	3518	1.0272075E-5
				6)	ndev	6347	1765	5.1535567E-6
				7)	ndet	7046	1265	3.6936256E-6
				8)	ndem	8294	696	2.032224E-6
				9)	ndez	10114	311	9.0807714E-7
				10)	ndef	10484	262	7.650039E-7
				11)	ndeg	10662	245	7.1536624E-7
				12)	ndec	10803	230	6.715683E-7
			5)	ndu	0	0	0.0
				1)	ndus	1916	23758	6.9370086E-5
				2)	ndur	4209	5667	1.654686E-5
				3)	nduc	4772	4078	1.1907197E-5
				4)	ndub	5096	3375	9.854535E-6
				5)	ndum	5231	3121	9.1128895E-6
				6)	ndut	7354	1107	3.2322873E-6
				7)	ndug	7734	922	2.692113E-6
				8)	nduz	8883	532	1.5533667E-6
				9)	ndul	9725	363	1.05991E-6
			6)	ndr	0	0	0.0
				1)	ndre	5559	2637	7.699677E-6
				2)	ndrà	7415	1072	3.1300922E-6
				3)	ndra	8178	735	2.1460987E-6
				4)	ndro	10968	215	6.2777036E-7
		5)	ne	0	0	0.0
			1)	nel	0	0	0.0
				1)	nell	96	233960	6.8313093E-4
				2)	nel_	124	195943	5.7212653E-4
				3)	nele	10483	262	7.650039E-7
				4)	nelu	10759	234	6.832477E-7
			2)	nec	0	0	0.0
				1)	nece	509	82550	2.4103462E-4
				2)	neco	6381	1737	5.0718004E-6
				3)	necc	7536	1009	2.946141E-6
			3)	nei	0	0	0.0
				1)	nei_	689	65849	1.9227E-4
				2)	neit	8980	502	1.4657708E-6
				3)	neia	10244	293	8.555196E-7
			4)	ner	0	0	0.0
				1)	nere	718	63863	1.8647115E-4
				2)	nera	1204	40831	1.1922089E-4
				3)	nerg	1325	36781	1.0739545E-4
				4)	ner_	3223	10365	3.0264371E-5
				5)	neri	3957	6494	1.8961584E-5
				6)	nerà	5220	3141	9.171287E-6
				7)	nero	5328	2987	8.721629E-6
				8)	ners	5994	2102	6.1375504E-6
				9)	nerl	6448	1680	4.9053683E-6
				10)	nerd	7104	1239	3.6177091E-6
				11)	nerc	7835	879	2.5665588E-6
				12)	nern	8226	718	2.096461E-6
				13)	nerò	8472	642	1.8745515E-6
				14)	nerm	8922	518	1.5124886E-6
				15)	nerv	9746	360	1.0511503E-6
				16)	nerz	10257	292	8.525997E-7
				17)	nert	11131	201	5.8689227E-7
			5)	neg	0	0	0.0
				1)	nego	1722	27096	7.911659E-5
				2)	negl	1899	24082	7.031612E-5
				3)	nega	2956	12028	3.51201E-5
				4)	negg	5691	2438	7.1186237E-6
				5)	negu	10888	222	6.482094E-7
			6)	nes	0	0	0.0
				1)	ness	1752	26603	7.767709E-5
				2)	nesi	3287	9904	2.8918315E-5
				3)	nese	3578	8213	2.3980827E-5
				4)	nest	4832	3928	1.1469218E-5
				5)	nesp	7403	1080	3.1534512E-6
				6)	nesc	7570	992	2.8965032E-6
				7)	nesa	9791	353	1.0307114E-6
				8)	neso	10594	250	7.299655E-7
			7)	nen	0	0	0.0
				1)	nent	1854	24883	7.2654926E-5
				2)	nend	2905	12371	3.6121615E-5
				3)	nenz	5953	2154	6.2893832E-6
				4)	neno	8882	532	1.5533667E-6
			8)	nea	0	0	0.0
				1)	nea_	2234	19233	5.6157707E-5
				2)	near	2608	14767	4.3117605E-5
				3)	neat	3735	7402	2.161282E-5
				4)	nean	4945	3695	1.0788891E-5
				5)	neam	5325	2990	8.730388E-6
				6)	neaz	10206	298	8.701189E-7
			9)	net	0	0	0.0
				1)	neta	2555	15315	4.471769E-5
				2)	nett	4737	4157	1.2137867E-5
				3)	neti	4947	3688	1.0768452E-5
				4)	nete	6664	1501	4.382713E-6
				5)	netr	9529	395	1.1533456E-6
				6)	net_	9555	391	1.1416661E-6
			10)	nef	0	0	0.0
				1)	nefi	3032	11569	3.3779885E-5
				2)	neff	5795	2317	6.7653204E-6
				3)	nefa	9792	353	1.0307114E-6
			11)	nev	0	0	0.0
				1)	nevo	3943	6516	1.9025822E-5
				2)	nevi	5641	2516	7.346373E-6
				3)	neva	5822	2292	6.692324E-6
				4)	neve	8731	574	1.6760009E-6
			12)	nee	0	0	0.0
				1)	nee_	4124	5905	1.7241786E-5
				2)	neer	10521	258	7.5332446E-7
			13)	neu	0	0	0.0
				1)	neur	4486	4837	1.4123373E-5
				2)	neut	6783	1419	4.1432845E-6
				3)	neum	9650	374	1.0920285E-6
			14)	nem	0	0	0.0
				1)	nemm	4812	3990	1.165025E-5
				2)	nemi	7783	900	2.627876E-6
				3)	nema	8141	748	2.184057E-6
				4)	neme	8371	673	1.9650672E-6
			15)	nep	0	0	0.0
				1)	nepp	4824	3947	1.1524696E-5
				2)	nepo	9403	415	1.2117428E-6
			16)	neo	0	0	0.0
				1)	neo_	4827	3942	1.1510097E-5
				2)	neol	7845	874	2.5519596E-6
				3)	neon	10218	297	8.6719905E-7
			17)	neq	0	0	0.0
				1)	nequ	6487	1646	4.806093E-6
			18)	ne”	0	0	0.0
				1)	ne”_	6500	1635	4.7739745E-6
			19)	ned	0	0	0.0
				1)	nedì	7015	1278	3.7315838E-6
				2)	nedi	9929	335	9.781538E-7
		6)	nn	0	0	0.0
			1)	nno	0	0	0.0
				1)	nno_	107	217100	6.339021E-4
				2)	nnov	2288	18484	5.3970733E-5
				3)	nnos	6410	1711	4.995884E-6
				4)	nnoc	6731	1454	4.2454794E-6
				5)	nnot	9582	387	1.1299867E-6
			2)	nni	0	0	0.0
				1)	nni_	935	51522	1.5043713E-4
				2)	nnic	3725	7439	2.1720854E-5
				3)	nnio	6252	1850	5.401745E-6
				4)	nniv	6914	1335	3.898016E-6
				5)	nnit	7317	1129	3.2965243E-6
				6)	nniz	7993	803	2.3446494E-6
				7)	nnia	8161	741	2.1636179E-6
				8)	nnie	9450	409	1.1942236E-6
			3)	nne	0	0	0.0
				1)	nne_	1820	25460	7.433969E-5
				2)	nnes	3865	6811	1.988718E-5
				3)	nneg	5199	3185	9.299761E-6
				4)	nnel	5435	2821	8.2369315E-6
				5)	nner	8853	539	1.5738057E-6
				6)	nnev	9392	416	1.2146627E-6
				7)	nnet	9671	371	1.0832689E-6
				8)	nnem	11036	208	6.0733134E-7
			4)	nna	0	0	0.0
				1)	nnan	2585	14959	4.3678217E-5
				2)	nna_	3808	7058	2.0608388E-5
